t_s,x_m,x_dot_mps,z_m,z_dot_mps,roll_rad,pitch_rad
4.866082603254067607e+00,1.133602959445663805e+00,1.922678927607800459e-01,1.040323312624349961e-01,-8.981181987176534154e-01,2.774528404487899835e-01,5.129596521893812347e-18
4.876095118898623682e+00,1.135399194897989350e+00,1.669452886487721444e-01,9.444155537320601812e-02,-1.009010999589848634e+00,3.274598184151473745e-01,4.853966627021518526e-18
4.886107634543178868e+00,1.136957416488355799e+00,1.450019906526817670e-01,8.398956504215918106e-02,-1.071922653698472505e+00,3.738351265893222752e-01,4.105965242489620447e-18
4.896120150187734943e+00,1.138319353248534949e+00,1.280042318058428052e-01,7.311863257984051179e-02,-1.088794121832813211e+00,4.149714931044178323e-01,2.749409830870407383e-18
4.906132665832290130e+00,1.139542758909846798e+00,1.176221415758493954e-01,6.239238822634014803e-02,-1.045770340795418418e+00,4.490017285255660795e-01,1.313079860097517485e-18
4.916145181476846204e+00,1.140702354840266164e+00,1.154752221577505372e-01,5.235283700244722227e-02,-9.498968566287409043e-01,4.748544799189728938e-01,7.191217129551828563e-20
4.926157697121402279e+00,1.141884720100488471e+00,1.221008550284181093e-01,4.358054725030696686e-02,-7.921020540452310410e-01,4.920863653104074475e-01,-1.000673461090003068e-18
4.936170212765957466e+00,1.143172669949398701e+00,1.362435882904824425e-01,3.668550683246941946e-02,-5.768155600740743072e-01,5.005393062536125370e-01,-1.927502592094005493e-18
4.946182728410513540e+00,1.144630635013258013e+00,1.556648739301553508e-01,3.216074903185787287e-02,-3.221961287244511363e-01,5.000854442775860553e-01,-2.728431544984204643e-18
4.956195244055068727e+00,1.146299690646544800e+00,1.780723225179336733e-01,3.029044379880095617e-02,-5.038422796137831394e-02,4.907946707552629517e-01,-3.420553645669308033e-18
4.966207759699624802e+00,1.148200545353524227e+00,2.017089541238294426e-01,3.114228217025683670e-02,2.191035965396978258e-01,4.729721452209079136e-01,-4.018634714439664868e-18
4.976220275344179989e+00,1.150338747639809478e+00,2.253057399481852852e-01,3.461799427004894764e-02,4.711582262309029212e-01,4.470382029699511151e-01,-4.535477530215266692e-18
4.986232790988736063e+00,1.152709054549859280e+00,2.479380266862422355e-01,4.048402166256803020e-02,6.954384706696279395e-01,4.134920091959090604e-01,-4.982093349587563745e-18
4.996245306633292138e+00,1.155298130874734763e+00,2.689042214883970439e-01,4.843602295727093832e-02,8.865307078455907375e-01,3.727987133152507737e-01,-5.368052501451524906e-18
5.006257822277847325e+00,1.158086419227243757e+00,2.876491388733202204e-01,5.805115391031966110e-02,1.023972584112530670e+00,3.255503425044252719e-01,-5.701558594170880693e-18
5.016270337922403399e+00,1.161049382495542348e+00,3.037180799883824056e-01,6.869894424394235033e-02,1.089853355739192287e+00,2.728629506487149081e-01,-5.989752343715379873e-18
5.026282853566958586e+00,1.164158205251486944e+00,3.167390339602788596e-01,7.965025481395593410e-02,1.087969075652309714e+00,2.161104837024512837e-01,-6.238808541827581466e-18
5.036295369211514661e+00,1.167380872384686352e+00,3.264039644853928279e-01,9.029981728359445792e-02,1.030525683935512138e+00,1.563073521180774750e-01,-6.454016335658425820e-18
5.046307884856069848e+00,1.170682443328279643e+00,3.324666253489927392e-01,1.001389121890019634e-01,9.282880126937029797e-01,9.434889353457495687e-02,-6.639993975424076142e-18
5.056320400500625922e+00,1.174025832033217975e+00,3.347337685389934481e-01,1.087688693819305191e-01,7.905565170291828370e-01,3.091863839200520436e-02,-6.800705648522340848e-18
5.066332916145181997e+00,1.177372352417350720e+00,3.330592697543023895e-01,1.158798391848723103e-01,6.253427320821763891e-01,-3.339627250867768793e-02,-6.939578040158456967e-18
5.076345431789737184e+00,1.180681872191942761e+00,3.273425691885412103e-01,1.212241066034722009e-01,4.397082712998415799e-01,-9.799457435824882046e-02,-7.059591151018134566e-18
5.086357947434293258e+00,1.183913658520341139e+00,3.175182647847916151e-01,1.246349948268083152e-01,2.394168079451583497e-01,-1.623663526773669041e-01,-7.163294981729114367e-18
5.096370463078848445e+00,1.187026468487916375e+00,3.035737762310003474e-01,1.259889374520474781e-01,2.965059879426298894e-02,-2.259475204739184728e-01,-7.252911197881266962e-18
5.106382978723404520e+00,1.189979169258245539e+00,2.855757800384470801e-01,1.252124516662331821e-01,-1.847621954476051931e-01,-2.881689267764309115e-01,-7.330354820643038764e-18
5.116395494367959706e+00,1.192732425045929245e+00,2.637946824293249670e-01,1.222921442231121592e-01,-3.981725387311240150e-01,-3.484970275252919913e-01,-7.397273243801454060e-18
5.126408010012515781e+00,1.195251246128146816e+00,2.388972839416679261e-01,1.172721226344506235e-01,-6.020146864495882211e-01,-4.064061949567664978e-01,-7.455104265469982546e-18
5.136420525657071856e+00,1.197510243121198803e+00,2.121972109185719657e-01,1.103050248664548955e-01,-7.847619823368435776e-01,-4.615762092272352457e-01,-7.505077490611166671e-18
5.146433041301627043e+00,1.199500552457129832e+00,1.855277835747118909e-01,1.016752845288564910e-01,-9.322840280974770133e-01,-5.138487198054341176e-01,-7.548258849833341062e-18
5.156445556946183117e+00,1.201232588778387012e+00,1.609302077389343222e-01,9.180954172417607473e-02,-1.030877448625949544e+00,-5.630538442234762631e-01,-7.637112416460474510e-18
5.166458072590738304e+00,1.202735804715102441e+00,1.400985583746079399e-01,8.121314418508633615e-02,-1.077908668272391512e+00,-6.082428952623294416e-01,-7.624007669124757516e-18
5.176470588235294379e+00,1.204055866300641098e+00,1.246300649845140940e-01,7.039186663209744121e-02,-1.073716386279379931e+00,-6.477577669684064787e-01,-7.434167644634802533e-18
5.186483103879849565e+00,1.205254909821409148e+00,1.162246799790972451e-01,5.986253797274455890e-02,-1.020893506667257533e+00,-6.798028123097968889e-01,-7.278231415964621018e-18
5.196495619524405640e+00,1.206412142019084088e+00,1.163503216224700126e-01,5.014003517631244328e-02,-9.114342682064709988e-01,-7.035193101079570965e-01,-7.046197518068400644e-18
5.206508135168961715e+00,1.207613930181436146e+00,1.250920863325533927e-01,4.182124863151644861e-02,-7.394071006366274013e-01,-7.185822623311874935e-01,-6.887790114608629634e-18
5.216520650813516902e+00,1.208940370669132180e+00,1.408338132255282926e-01,3.551297901487942416e-02,-5.133824750104332146e-01,-7.247993401880198361e-01,-6.732995541929278490e-18
5.226533166458072976e+00,1.210449585011981632e+00,1.612156599690881265e-01,3.165454704389534385e-02,-2.533121922401491144e-01,-7.221122556359592659e-01,-6.599232777363229871e-18
5.236545682102628163e+00,1.212176932637232918e+00,1.840848498695255853e-01,3.047997008144097408e-02,1.887911389275737095e-02,-7.106338441372456183e-01,-6.483640685074682575e-18
5.246558197747184238e+00,1.214138715765094689e+00,2.078165840137664588e-01,3.201047803356025373e-02,2.846259704010131175e-01,-6.907115072806344624e-01,-6.383754005979621896e-18
5.256570713391739424e+00,1.216337408917306240e+00,2.312431469436476705e-01,3.611101610664661787e-02,5.300650489503829776e-01,-6.627954965208162630e-01,-6.297435891379802402e-18
5.266583229036295499e+00,1.218765466123006513e+00,2.535076756698579348e-01,4.252558520659262958e-02,7.458309755815781816e-01,-6.273822289810341291e-01,-6.222846342824014599e-18
5.276595744680851574e+00,1.221407807239019760e+00,2.739515386429273169e-01,5.094303579246817898e-02,9.289287317849878045e-01,-5.849093612645283047e-01,-6.158386849855495794e-18
5.286608260325406761e+00,1.224243477030151794e+00,2.920490494347222077e-01,6.091103459048675950e-02,1.052020845838356644e+00,-5.360179803513235308e-01,-6.102687486482846649e-18
5.296620775969962835e+00,1.227246827238625437e+00,3.073674013306532116e-01,7.173937491467599625e-02,1.096636557446518445e+00,-4.819761440566627808e-01,-6.054557193108949846e-18
5.306633291614518022e+00,1.230388070493021901e+00,3.195530815471652741e-01,8.267266742070449037e-02,1.078235931432607764e+00,-4.242509212826993115e-01,-6.012961990615244171e-18
5.316645807259074097e+00,1.233634424211184744e+00,3.283139362236165981e-01,9.315485875627663170e-02,1.007487096042766206e+00,-3.637322501399629093e-01,-5.977019774977983874e-18
5.326658322903629283e+00,1.236950379710416659e+00,3.334174749733290755e-01,1.027101497769242616e-01,8.946925503308782446e-01,-3.012451887811693485e-01,-5.945960259033237305e-18
5.336670838548185358e+00,1.240298295700437814e+00,3.346843400900589294e-01,1.109597120444281715e-01,7.488472503219544274e-01,-2.374738104084594958e-01,-5.919119185114651918e-18
5.346683354192741433e+00,1.243639177283876851e+00,3.319792309775411177e-01,1.176210806964356897e-01,5.775391837768978354e-01,-1.729617404113769352e-01,-5.895926166720647040e-18
5.356695869837296620e+00,1.246932660650422298e+00,3.252120335625011682e-01,1.224646860781103547e-01,3.875246396140308303e-01,-1.083049084179699695e-01,-5.875882968876302150e-18
5.366708385481852694e+00,1.250137770306156471e+00,3.143274723585098851e-01,1.253352584629464084e-01,1.843591442928314006e-01,-4.403073950441271922e-02,-5.858562862883722801e-18
5.376720901126407881e+00,1.253213352558890437e+00,2.993284017563427879e-01,1.261308293108612810e-01,-2.705922694718188026e-02,1.932561408579414053e-02,-5.843596571544050786e-18
5.386733416770963956e+00,1.256118518401148521e+00,2.803249801955021159e-01,1.247849636250073779e-01,-2.416907017946325342e-01,8.116840941021943867e-02,-5.830662617388758811e-18
5.396745932415519142e+00,1.258814500657634117e+00,2.576558515572821562e-01,1.212987984301456823e-01,-4.534777569858771118e-01,1.409708745579691669e-01,-5.819486276066193663e-18
5.406758448060075217e+00,1.261268499739708782e+00,2.321429856014463888e-01,1.157445343779536368e-01,-6.531676676427100592e-01,1.982589798402792092e-01,-5.826723402083984494e-18
5.416770963704631292e+00,1.263458465154651211e+00,2.052434395715944937e-01,1.082989923091863538e-01,-8.280685620312883133e-01,2.527237789469662377e-01,-5.893205243946357394e-18
5.426783479349186479e+00,1.265380536602078942e+00,1.789395381309740463e-01,9.929853016501183349e-02,-9.628184897212709314e-01,3.042993334128026861e-01,-5.650428168758865463e-18
5.436795994993742553e+00,1.267050212918135577e+00,1.551473683127754799e-01,8.918870860297971326e-02,-1.048344025468513907e+00,3.526116554969895844e-01,-5.273781439778882531e-18
5.446808510638297740e+00,1.268501417538178577e+00,1.355523665541662204e-01,7.842167957658154054e-02,-1.093846440343774207e+00,3.965376420926042256e-01,-5.194320699928327129e-18
5.456821026282853815e+00,1.269783892099164868e+00,1.217319946868372776e-01,6.750725405463733897e-02,-1.076088694358553255e+00,4.341766911942863683e-01,-5.463408677131467296e-18
5.466833541927409001e+00,1.270964087868578396e+00,1.154133161888833137e-01,5.704217931626440197e-02,-1.005714696635289229e+00,4.640473213842254419e-01,-5.706384556663518078e-18
5.476846057571965076e+00,1.272124520389279256e+00,1.178160796946135375e-01,4.756382386398310541e-02,-8.774969238817355022e-01,4.854823598601944457e-01,-5.908256310288508795e-18
5.486858573216521151e+00,1.273351491128472013e+00,1.285629363673395642e-01,3.967706738053017324e-02,-6.878662152887387027e-01,4.982037829210223534e-01,-6.082702431023182204e-18
5.496871088861076338e+00,1.274720292773057873e+00,1.457231741529304014e-01,3.395188156662450052e-02,-4.493560402670598863e-01,5.020591128282326787e-01,-6.233451053766473642e-18
5.506883604505632412e+00,1.276283070802394670e+00,1.669301453780027145e-01,3.077197524610961882e-02,-1.829395982634667572e-01,4.970268861511752401e-01,-6.363718952292072374e-18
5.516896120150187599e+00,1.278069730913353963e+00,1.901555790736642049e-01,3.030940670485187879e-02,9.001606240078319221e-02,4.832898915860797118e-01,-6.476289753228107381e-18
5.526908635794743674e+00,1.280092634222923076e+00,2.139048319336558923e-01,3.253793126765441857e-02,3.522104538682695463e-01,4.612313686444244332e-01,-6.573566721210159071e-18
5.536921151439298860e+00,1.282351320539244721e+00,2.371053741832510886e-01,3.728394874468186210e-02,5.910849302801260974e-01,4.313214294235592217e-01,-6.657628605630424893e-18
5.546933667083854935e+00,1.284836154560268673e+00,2.589583597026774431e-01,4.426900499297806157e-02,7.986176750057034646e-01,3.940512958922977038e-01,-6.730269375391823175e-18
5.556946182728411010e+00,1.287530378778817486e+00,2.788452973779607658e-01,5.316413972782457753e-02,9.698626762466248108e-01,3.498514889119281879e-01,-6.793044691537169429e-18
5.566958698372966197e+00,1.290411772806150825e+00,2.962664792826470439e-01,6.344430442595047626e-02,1.071932124423545130e+00,2.995321470609035863e-01,-6.847286909867921458e-18
5.576971214017522271e+00,1.293453536051216712e+00,3.108109409353153607e-01,7.437716497995315590e-02,1.099248261609983235e+00,2.444887777049587763e-01,-6.894160818490146566e-18
5.586983729662077458e+00,1.296625038792864615e+00,3.221419779610302792e-01,8.526280051388143710e-02,1.066437362232363961e+00,1.860118271978942195e-01,-6.934668624801122961e-18
5.596996245306633533e+00,1.299892780954187810e+00,3.299828256650665925e-01,9.556725787157929752e-02,9.839478206170620966e-01,1.249598633257723301e-01,-6.969671186108626628e-18
5.607008760951188719e+00,1.303220590595978834e+00,3.341159812665463469e-01,1.048355823732739639e-01,8.618219262734607700e-01,6.214216068566012774e-02,-6.999920025028823453e-18
5.617021276595744794e+00,1.306570496644464674e+00,3.343731530952408493e-01,1.127199811957929065e-01,7.086300583414203436e-01,-1.829076627969092317e-03,-7.026058891521699968e-18
5.627033792240300869e+00,1.309903093281529207e+00,3.306312025890473238e-01,1.189491748283049988e-01,5.317894014796324953e-01,-6.638378544078303578e-02,-7.048646049893468042e-18
5.637046307884856056e+00,1.313177786436169558e+00,3.228095735736074556e-01,1.233123468995578759e-01,3.377691460863471162e-01,-1.309426325057712337e-01,-7.068165696212719451e-18
5.647058823529412130e+00,1.316353580965945458e+00,3.108647177587401944e-01,1.256727796726163915e-01,1.318575006782857217e-01,-1.949945687660067373e-01,-7.085032625644260651e-18
5.657071339173967317e+00,1.319389227936798470e+00,2.948220391144500963e-01,1.259315213581896076e-01,-8.097652535331388568e-02,-2.579642444271307289e-01,-7.099608560288569924e-18
5.667083854818523392e+00,1.322244123104357127e+00,2.748250840196210798e-01,1.240434076525087914e-01,-2.957312411721462198e-01,-3.192913075981956839e-01,-7.112204306988034049e-18
5.677096370463078578e+00,1.324880840778533297e+00,2.513275153548050200e-01,1.200261532246482549e-01,-5.055641450266024073e-01,-3.784562334642500026e-01,-7.123088344786434311e-18
5.687108886107634653e+00,1.327268397920399634e+00,2.252849395238157859e-01,1.139697201793161974e-01,-7.002368336242530411e-01,-4.349895927179683874e-01,-7.132494552712020005e-18
5.697121401752190728e+00,1.329389179086483352e+00,1.983602627782609373e-01,1.060986757457982599e-01,-8.660530750962869284e-01,-4.887051365545519999e-01,-7.140622376285581372e-18
5.707133917396745915e+00,1.331244173601926262e+00,1.725085008093381611e-01,9.677201470232246749e-02,-9.892074449527437086e-01,-5.394434655979063464e-01,-7.147645544420171071e-18
5.717146433041301989e+00,1.332853824678334353e+00,1.496523209124302478e-01,8.645867491664506466e-02,-1.064406813820825581e+00,-5.867453439914063207e-01,-7.041902377685920062e-18
5.727158948685857176e+00,1.334256247270879214e+00,1.313800828123705133e-01,7.561379449001429109e-02,-1.092335328505203318e+00,-6.292051618913245825e-01,-7.569379192283023136e-18
5.737171464330413251e+00,1.335505378095649842e+00,1.193199815841237410e-01,6.478826002459274480e-02,-1.061201308940042942e+00,-6.649687321242729876e-01,-8.852201346317173560e-18
5.747183979974968437e+00,1.336672262078303808e+00,1.151870317147726114e-01,5.453414690700726652e-02,-9.777836494455844907e-01,-6.927318768993627751e-01,-1.008034494051012232e-17
5.757196495619524512e+00,1.337841565905212526e+00,1.198459679262494360e-01,4.540875811869561629e-02,-8.343212609094590171e-01,-7.119346061946765225e-01,-1.105061084543542869e-17
5.767209011264080587e+00,1.339098819488513836e+00,1.324502883197965220e-01,3.803065514498582544e-02,-6.305838296975148083e-01,-7.223793593274437930e-01,-1.185701026501540435e-17
5.777221526908635774e+00,1.340513394160018246e+00,1.508772922234313529e-01,3.292912923107980255e-02,-3.828624697106548513e-01,-7.239412798565257878e-01,-1.255385918676518654e-17
5.787234042553191848e+00,1.342131616670297900e+00,1.727741410361631480e-01,3.043803299974669543e-02,-1.129926688686119784e-01,-7.166346248768008520e-01,-1.315603923377050849e-17
5.797246558197747035e+00,1.343978398739783087e+00,1.962567095544629769e-01,3.067078451733566344e-02,1.586421322262948630e-01,-7.007178844629292636e-01,-1.367639858695211686e-17
5.807259073842303110e+00,1.346062336403212045e+00,2.199544926000114031e-01,3.356475945459840016e-02,4.158152136311663583e-01,-6.765852973514747681e-01,-1.412607644327304062e-17
5.817271589486858296e+00,1.348380375599084413e+00,2.428762797316284527e-01,3.891093348189388762e-02,6.472130396162677490e-01,-6.447309364920469354e-01,-1.451465369321531542e-17
5.827284105131414371e+00,1.350920844147724509e+00,2.642776561004300806e-01,4.641479123951655628e-02,8.456482823550254269e-01,-6.056406710039737851e-01,-1.485045514652233589e-17
5.837296620775970446e+00,1.353665488737284761e+00,2.835749836329339857e-01,5.569050371643649577e-02,9.976151391404060043e-01,-5.598382080984897202e-01,-1.514062134580968702e-17
5.847309136420525633e+00,1.356590827869268878e+00,3.002926375649646040e-01,6.616459461280127519e-02,1.081731658209126978e+00,-5.082932729488607304e-01,-1.539136625302733954e-17
5.857321652065081707e+00,1.359668935911710452e+00,3.140416357090583532e-01,7.710875595329594323e-02,1.094213436736186207e+00,-4.523726788663036680e-01,-1.560805711102268487e-17
5.867334167709636894e+00,1.362868519210667539e+00,3.244993331533740366e-01,8.788185283956589933e-02,1.048470867431275266e+00,-3.931765852808553063e-01,-1.579529712024002590e-17
5.877346683354192969e+00,1.366155208148660538e+00,3.314065072630285047e-01,9.794915040795948435e-02,9.556066637318973989e-01,-3.316532194162961633e-01,-1.595710683488210111e-17
5.887359198998748155e+00,1.369492378626138596e+00,3.345579939165206351e-01,1.068908434034161886e-01,8.252186038844557814e-01,-2.685090396579465910e-01,-1.609693372614139450e-17
5.897371714643304230e+00,1.372841695908981086e+00,3.337970422403112036e-01,1.143785409583151363e-01,6.655942030809011145e-01,-2.043447899791644429e-01,-1.621775874747627508e-17
5.907384230287860305e+00,1.376163257717133659e+00,3.290140537396767928e-01,1.201469380079705079e-01,4.840705564600052968e-01,-1.397763575735669894e-01,-1.632217660949844270e-17
5.917396745932415492e+00,1.379416493015676481e+00,3.201342063617139688e-01,1.240167726359686917e-01,2.866165068873703925e-01,-7.530857342710667313e-02,-1.641240406340550124e-17
5.927409261576971566e+00,1.382560230006860680e+00,3.071311546254494318e-01,1.258541139389606489e-01,7.853404898806530532e-02,-1.149757070782771867e-02,-1.649037269226815480e-17
5.937421777221526753e+00,1.385553207530175968e+00,2.900498117061162118e-01,1.255710230262015448e-01,-1.352693387468496544e-01,5.107533929372749804e-02,-1.655775296826085906e-17
5.947434292866082828e+00,1.388355458244581175e+00,2.690928820826986034e-01,1.231425674221491989e-01,-3.495750112705584556e-01,1.118787189513217595e-01,-1.661597554218359470e-17
5.957446808510638014e+00,1.390930726766256065e+00,2.448224604859542686e-01,1.185966795304634752e-01,-5.565550241757207806e-01,1.703760524325958203e-01,-1.664055362415925337e-17
5.967459324155194089e+00,1.393250730274084193e+00,2.183856504281286859e-01,1.120569208427516783e-01,-7.453698352055282417e-01,2.261847807818059275e-01,-1.663764312470890099e-17
5.977471839799750164e+00,1.395302427793839728e+00,1.915281887943926509e-01,1.037756028104425549e-01,-9.025741205776878218e-01,2.791272405483919972e-01,-1.710398787411873567e-17
5.987484355444305351e+00,1.397091657247321095e+00,1.662913139668896478e-01,9.414797698614327248e-02,-1.012148437351408248e+00,3.290815851420211269e-01,-1.837416849299389173e-17
5.997496871088861425e+00,1.398643853526572611e+00,1.444553695069288324e-01,8.368435041485169923e-02,-1.069766163016518723e+00,3.753407438872241042e-01,-1.951193012181603594e-17
6.007509386733416612e+00,1.400000976159426536e+00,1.276128660459129038e-01,7.289196277676593394e-02,-1.077338672869819991e+00,4.163461816486391243e-01,-2.035552926372639007e-17
6.017521902377972687e+00,1.401221343622543802e+00,1.174348688501753168e-01,6.226765625710021373e-02,-1.036625873840736123e+00,4.502426844182517152e-01,-2.109237031895475218e-17
6.027534418022528762e+00,1.402380564662767393e+00,1.155349558131117810e-01,5.231760044046894487e-02,-9.414262540168003568e-01,4.759282870495883389e-01,-2.174526047293941411e-17
6.037546933667083948e+00,1.403564510087615291e+00,1.223920167469873255e-01,4.362439193273411064e-02,-7.840273414448549749e-01,4.930123038219486054e-01,-2.230942665796235764e-17
6.047559449311640023e+00,1.404856414574659373e+00,1.367306934144345287e-01,3.680998413867100916e-02,-5.690524586603322721e-01,5.012783782127456789e-01,-2.279696968864960355e-17
6.057571964956195210e+00,1.406319819297481954e+00,1.562553647070820118e-01,3.235978258455773221e-02,-3.149773119634700080e-01,5.006416263513576714e-01,-2.321827031206301563e-17
6.067584480600751284e+00,1.407995151833023151e+00,1.787174016113682040e-01,3.055872357944275364e-02,-4.386587001182362666e-02,4.911606725504462090e-01,-2.358234077308002651e-17
6.077596996245306471e+00,1.409902555027967574e+00,2.023689790747011663e-01,3.147221629674044896e-02,2.246932346375500877e-01,4.731421971240033497e-01,-2.389694496995600662e-17
6.087609511889862546e+00,1.412047315962886573e+00,2.259500063182141305e-01,3.499880816187401350e-02,4.757235563035261960e-01,4.470165908962889789e-01,-2.416881347867602889e-17
6.097622027534418621e+00,1.414423895686220511e+00,2.485450970370961521e-01,4.090529677277404685e-02,6.989227414982397413e-01,4.132786302144773050e-01,-2.440374203308823459e-17
6.107634543178973807e+00,1.417018795714580781e+00,2.694564734389717220e-01,4.888976889759970301e-02,8.901014824485813381e-01,3.723859327667473074e-01,-2.460676233259036509e-17
6.117647058823529882e+00,1.419812268756415863e+00,2.881329721601428862e-01,5.854361797812591278e-02,1.028666744199474792e+00,3.248941344717180546e-01,-2.478219646590281850e-17
6.127659574468085069e+00,1.422779693307522297e+00,3.041219576801599267e-01,6.922451393548759158e-02,1.090716320931758299e+00,2.719381862353672519e-01,-2.493378777244156432e-17
6.137672090112641143e+00,1.425892128419198990e+00,3.170535168059157582e-01,8.017215457317720950e-02,1.086321639251531135e+00,2.149999132182876527e-01,-2.506479545501643714e-17
6.147684605757196330e+00,1.429117444872239906e+00,3.266217718640351264e-01,9.079398140445865684e-02,1.027011798197811299e+00,1.550612617949960748e-01,-2.517800050686419318e-17
6.157697121401752405e+00,1.432420707460132503e+00,3.325811105465901751e-01,1.005923653954147873e-01,9.233254416146132737e-01,9.297407649792577278e-02,-2.527582570307857195e-17
6.167709637046308480e+00,1.435764696614624691e+00,3.347407297858989716e-01,1.091659111020304024e-01,7.845752120363451709e-01,2.945489395622474804e-02,-2.536036451183498961e-17
6.177722152690863666e+00,1.439110723451008989e+00,3.329552808954211462e-01,1.162128733576091588e-01,6.186421967464152960e-01,-3.493536168800026598e-02,-2.543341390820919730e-17
6.187734668335419741e+00,1.442418659177466589e+00,3.271250386873060800e-01,1.214888634256365701e-01,4.325185649323179393e-01,-9.959913731326194841e-02,-2.549654196552656060e-17
6.197747183979974928e+00,1.445647672456256139e+00,3.171863265727324910e-01,1.248249147180662405e-01,2.319886189803953558e-01,-1.640074272601622085e-01,-2.555109313421586525e-17
6.207759699624531002e+00,1.448756580798714610e+00,3.031263596391766124e-01,1.261047668753971229e-01,2.210531560107335813e-02,-2.276177605314363139e-01,-2.559823205755463188e-17
6.217772215269086189e+00,1.451704304581125760e+00,2.850215551735451047e-01,1.252532270226068833e-01,-1.922062822840136243e-01,-2.898468780681592305e-01,-2.563896918246202227e-17
6.227784730913642264e+00,1.454451427184212609e+00,2.631398116690724653e-01,1.222582977818525568e-01,-4.053492900507724150e-01,-3.501617869261239302e-01,-2.567416983490527395e-17
6.237797246558198339e+00,1.456963338006509456e+00,2.381723757853659029e-01,1.171692767425882853e-01,-6.087719678060068418e-01,-4.080513505066576951e-01,-2.570458930983025306e-17
6.247809762202753525e+00,1.459214878725210829e+00,2.114383012420604502e-01,1.101392547611111383e-01,-7.903059157423608649e-01,-4.631778410844690219e-01,-2.573087709151846187e-17
6.257822277847309600e+00,1.461197734302452922e+00,1.848148141027008140e-01,1.014640184152244134e-01,-9.358315826492444867e-01,-5.154173808143468483e-01,-2.575359105491703995e-17
6.267834793491864787e+00,1.462922885687634844e+00,1.602855398129752751e-01,9.156559863082633366e-02,-1.034237798269051822e+00,-5.645221738547926416e-01,-2.581831558453833294e-17
6.277847309136420861e+00,1.464420308171176410e+00,1.395908793733003361e-01,8.091817131804031338e-02,-1.084827934532292648e+00,-6.095703384740036590e-01,-2.615696082636945229e-17
6.287859824780976048e+00,1.465736185115016799e+00,1.242971216392202150e-01,7.003209366658283419e-02,-1.078721780240556871e+00,-6.488375151939100860e-01,-2.643117086931275291e-17
6.297872340425532123e+00,1.466933090369007431e+00,1.161157821792264261e-01,5.947184478967777743e-02,-1.022390221384549491e+00,-6.806061203375467494e-01,-2.659202913089232621e-17
6.307884856070088198e+00,1.468090146978177968e+00,1.164890576679991491e-01,4.974363483674539704e-02,-9.104874427847480245e-01,-7.040409720224637402e-01,-2.665177336226938650e-17
6.317897371714643384e+00,1.469294702450797852e+00,1.254515732693189944e-01,4.145379937775366813e-02,-7.354369298596201698e-01,-7.188147996578518883e-01,-2.653313077112341418e-17
6.327909887359199459e+00,1.470625514689117619e+00,1.413473676850143246e-01,3.519552464671885095e-02,-5.071294728404300844e-01,-7.247625921266311888e-01,-2.642798427970355154e-17
6.337922403003754646e+00,1.472140457823310156e+00,1.618274031045619787e-01,3.140920363608083743e-02,-2.456701058922923786e-01,-7.217946511650905617e-01,-2.633712075823111348e-17
6.347934918648310720e+00,1.473874142824611155e+00,1.847408520585556713e-01,3.031332036805343619e-02,2.711859982547382142e-02,-7.100575457211973918e-01,-2.625860262192387264e-17
6.357947434292865907e+00,1.475842564702791293e+00,2.084770597106515855e-01,3.192709928510333722e-02,2.928237472798986829e-01,-6.898900335412407880e-01,-2.619075129032250848e-17
6.367959949937421982e+00,1.478047770088231516e+00,2.318823245280938194e-01,3.610706682830342601e-02,5.377833851340467763e-01,-6.617501797526160745e-01,-2.613211779985786271e-17
6.377972465581978057e+00,1.480482034426047200e+00,2.541038308151088998e-01,4.259587108404692263e-02,7.530537794667987450e-01,-6.261326612119020307e-01,-2.608145030411647080e-17
6.387984981226533243e+00,1.483130053597559561e+00,2.744892380493735295e-01,5.106726763492679122e-02,9.314028006321386499e-01,-5.835021881747283201e-01,-2.603766466363070059e-17
6.397997496871089318e+00,1.485970786132385646e+00,2.925144790143749951e-01,6.104150460860660599e-02,1.049532250492249075e+00,-5.345778038350301742e-01,-2.599983037299275087e-17
6.408010012515644505e+00,1.488978360669065637e+00,3.077505802496579013e-01,7.183864402322781562e-02,1.095107073454853142e+00,-4.806177869248775547e-01,-2.596713469447212314e-17
6.418022528160200579e+00,1.492122989060373772e+00,3.198446271305948607e-01,8.275611432625870623e-02,1.076322698209013717e+00,-4.229015563688346413e-01,-2.593888054433428275e-17
6.428035043804755766e+00,1.495371804284929773e+00,3.285063153776994205e-01,9.321878034880391739e-02,1.005153896968742799e+00,-3.623945532708377493e-01,-2.591446618148623341e-17
6.438047559449311841e+00,1.498689122643532157e+00,3.335060032249769213e-01,1.027452370312335606e-01,8.920055534646078588e-01,-2.999572266825583644e-01,-2.589336722200832682e-17
6.448060075093867916e+00,1.502037413144253319e+00,3.346636785710314643e-01,1.109688002814199770e-01,7.457308980837688006e-01,-2.362098768586156916e-01,-2.587513539446230150e-17
6.458072590738423102e+00,1.505377531247638512e+00,3.318467704181845557e-01,1.175965704250878513e-01,5.740814317347855411e-01,-1.717507321959778899e-01,-2.585938067235158856e-17
6.468085106382979177e+00,1.508669080665965945e+00,3.249656688597141740e-01,1.224019900949130796e-01,3.837859546924374810e-01,-1.071639433585417217e-01,-2.584576546611128345e-17
6.478097622027534364e+00,1.511871202269751580e+00,3.139662771406547259e-01,1.252369474242013003e-01,1.803130277207912746e-01,-4.295130378373482327e-02,-2.583400081241636870e-17
